Summary,Issue key,Issue id,Issue Type,Status,Project key,Project name,Project type,Project lead,Project lead id,Project description,Project url,Priority,Resolution,Assignee,Assignee Id,Reporter,Reporter Id,Creator,Creator Id,Created,Updated,Last Viewed,Resolved,Product,Customer
Test Jira issue summary 210,PROJ-7622,7622,Story,Resolved,PROJ,Revix Project,Software,Project Leader,1001,Revix software development project,http://revix.project.url,Critical,Fixed,Assignee_70,2069,Reporter_18,3232,Creator_101,4223,2024-03-27,2024-01-20,2023-03-29,2023-11-02,FNB,Tango04
Test Jira issue summary 9257,PROJ-7623,7623,Bug,Reopened,PROJ,Revix Project,Software,Project Leader,1001,Revix software development project,http://revix.project.url,Low,Duplicate,Assignee_175,2643,Reporter_110,3583,Creator_220,4314,2023-01-05,2025-01-22,2024-08-11,2024-01-11,FNA,Bravo02
Test Jira issue summary 4912,PROJ-7624,7624,Epic,Reopened,PROJ,Revix Project,Software,Project Leader,1001,Revix software development project,http://revix.project.url,Critical,Duplicate,Assignee_86,2256,Reporter_121,3618,Creator_138,4994,2023-11-28,2025-02-01,2023-08-09,2024-04-20,FNA,Hotel01
Test Jira issue summary 2221,PROJ-7625,7625,Story,Reopened,PROJ,Revix Project,Software,Project Leader,1001,Revix software development project,http://revix.project.url,Low,Duplicate,Assignee_253,2916,Reporter_300,3987,Creator_156,4910,2024-07-27,2025-04-24,2023-08-31,2025-05-08,FNA,Juliet04
Test Jira issue summary 234,PROJ-7626,7626,Story,Open,PROJ,Revix Project,Software,Project Leader,1001,Revix software development project,http://revix.project.url,Low,Fixed,Assignee_30,2866,Reporter_64,3412,Creator_262,4028,2023-10-21,2023-09-25,2024-01-14,2023-07-19,FNB,Echo01
Test Jira issue summary 793,PROJ-7627,7627,Bug,In Progress,PROJ,Revix Project,Software,Project Leader,1001,Revix software development project,http://revix.project.url,High,Unresolved,Assignee_155,2091,Reporter_37,3049,Creator_73,4522,2023-04-20,2023-07-25,2023-12-05,2025-03-15,FNC,Juliet04
Test Jira issue summary 3111,PROJ-7628,7628,Epic,Closed,PROJ,Revix Project,Software,Project Leader,1001,Revix software development project,http://revix.project.url,Medium,Won't Fix,Assignee_200,2593,Reporter_3,3360,Creator_280,4028,2023-02-11,2024-12-24,2023-12-13,2025-07-29,FNC,Romeo03
Test Jira issue summary 2167,PROJ-7629,7629,Task,Resolved,PROJ,Revix Project,Software,Project Leader,1001,Revix software development project,http://revix.project.url,Medium,Won't Fix,Assignee_156,2371,Reporter_270,3513,Creator_52,4744,2024-10-11,2025-07-30,2024-01-26,2024-07-16,FNA,Yankee02
Test Jira issue summary 8527,PROJ-7630,7630,Task,Closed,PROJ,Revix Project,Software,Project Leader,1001,Revix software development project,http://revix.project.url,Low,Unresolved,Assignee_245,2892,Reporter_135,3959,Creator_82,4370,2025-04-27,2025-02-27,2025-05-03,2023-04-13,FNA,November03
Test Jira issue summary 9552,PROJ-7631,7631,Bug,Resolved,PROJ,Revix Project,Software,Project Leader,1001,Revix software development project,http://revix.project.url,Medium,Duplicate,Assignee_20,2819,Reporter_83,3501,Creator_283,4597,2024-09-28,2024-11-17,2024-12-12,2025-02-26,FNA,Yankee04
Test Jira issue summary 5194,PROJ-7632,7632,Bug,Open,PROJ,Revix Project,Software,Project Leader,1001,Revix software development project,http://revix.project.url,High,Won't Fix,Assignee_203,2098,Reporter_207,3065,Creator_269,4985,2023-03-02,2024-09-30,2025-02-07,2024-08-03,FNB,Golf02
Test Jira issue summary 1215,PROJ-7633,7633,Epic,Closed,PROJ,Revix Project,Software,Project Leader,1001,Revix software development project,http://revix.project.url,Low,Duplicate,Assignee_152,2509,Reporter_167,3485,Creator_75,4721,2023-08-13,2023-01-10,2023-08-04,2023-12-29,FNB,Golf02
Test Jira issue summary 4420,PROJ-7634,7634,Bug,Open,PROJ,Revix Project,Software,Project Leader,1001,Revix software development project,http://revix.project.url,Medium,Incomplete,Assignee_77,2564,Reporter_133,3869,Creator_147,4344,2025-04-11,2023-05-04,2024-10-01,2025-01-10,FNA,Charlie03
Test Jira issue summary 7315,PROJ-7635,7635,Bug,Open,PROJ,Revix Project,Software,Project Leader,1001,Revix software development project,http://revix.project.url,Medium,Incomplete,Assignee_172,2852,Reporter_79,3682,Creator_161,4340,2024-08-27,2023-09-29,2023-02-06,2024-06-20,FNB,Golf01
Test Jira issue summary 8476,PROJ-7636,7636,Bug,Closed,PROJ,Revix Project,Software,Project Leader,1001,Revix software development project,http://revix.project.url,Critical,Won't Fix,Assignee_250,2591,Reporter_109,3214,Creator_206,4471,2023-05-07,2024-01-28,2024-07-22,2025-07-05,FNA,Yankee04
Test Jira issue summary 213,PROJ-7637,7637,Epic,Closed,PROJ,Revix Project,Software,Project Leader,1001,Revix software development project,http://revix.project.url,Medium,Unresolved,Assignee_186,2823,Reporter_26,3137,Creator_269,4625,2024-02-17,2023-10-08,2025-05-06,2023-03-26,FNC,Kilo02
Test Jira issue summary 1659,PROJ-7638,7638,Bug,Resolved,PROJ,Revix Project,Software,Project Leader,1001,Revix software development project,http://revix.project.url,Medium,Unresolved,Assignee_128,2985,Reporter_167,3876,Creator_263,4762,2024-08-11,2024-08-10,2024-05-27,2023-08-13,FNB,Lima04
Test Jira issue summary 5025,PROJ-7639,7639,Story,Reopened,PROJ,Revix Project,Software,Project Leader,1001,Revix software development project,http://revix.project.url,Critical,Unresolved,Assignee_11,2870,Reporter_173,3692,Creator_289,4567,2024-04-09,2023-06-27,2024-09-19,2023-09-08,FNB,Alpha02
Test Jira issue summary 9610,PROJ-7640,7640,Epic,Open,PROJ,Revix Project,Software,Project Leader,1001,Revix software development project,http://revix.project.url,Low,Duplicate,Assignee_242,2506,Reporter_31,3859,Creator_160,4731,2024-05-31,2024-09-19,2024-03-14,2023-01-24,FNB,Whiskey04
Test Jira issue summary 5918,PROJ-7641,7641,Story,In Progress,PROJ,Revix Project,Software,Project Leader,1001,Revix software development project,http://revix.project.url,Low,Incomplete,Assignee_181,2968,Reporter_151,3722,Creator_45,4180,2024-04-04,2024-11-11,2025-07-26,2024-01-27,FNB,Alpha01
Test Jira issue summary 5142,PROJ-7642,7642,Epic,Resolved,PROJ,Revix Project,Software,Project Leader,1001,Revix software development project,http://revix.project.url,High,Duplicate,Assignee_265,2342,Reporter_40,3795,Creator_229,4514,2023-12-03,2025-05-08,2024-06-21,2023-10-05,FNC,Bravo02
Test Jira issue summary 1795,PROJ-7643,7643,Story,Resolved,PROJ,Revix Project,Software,Project Leader,1001,Revix software development project,http://revix.project.url,Critical,Fixed,Assignee_195,2961,Reporter_288,3383,Creator_226,4524,2024-10-04,2024-11-15,2025-06-18,2024-02-01,FNC,Juliet04
Test Jira issue summary 5989,PROJ-7644,7644,Epic,Reopened,PROJ,Revix Project,Software,Project Leader,1001,Revix software development project,http://revix.project.url,Low,Fixed,Assignee_246,2962,Reporter_260,3478,Creator_275,4421,2025-07-12,2025-05-03,2023-11-12,2024-10-07,FNB,India04
Test Jira issue summary 8297,PROJ-7645,7645,Task,Reopened,PROJ,Revix Project,Software,Project Leader,1001,Revix software development project,http://revix.project.url,Medium,Won't Fix,Assignee_100,2245,Reporter_81,3001,Creator_100,4837,2025-06-07,2024-04-20,2023-06-23,2023-07-05,FNC,Alpha01
Test Jira issue summary 5579,PROJ-7646,7646,Bug,Open,PROJ,Revix Project,Software,Project Leader,1001,Revix software development project,http://revix.project.url,Medium,Fixed,Assignee_52,2800,Reporter_174,3668,Creator_228,4778,2023-05-28,2023-10-29,2024-08-15,2023-02-21,FNA,Delta03
Test Jira issue summary 5552,PROJ-7647,7647,Bug,Resolved,PROJ,Revix Project,Software,Project Leader,1001,Revix software development project,http://revix.project.url,Medium,Unresolved,Assignee_75,2471,Reporter_75,3819,Creator_191,4375,2024-02-06,2023-02-19,2023-09-06,2023-02-12,FNC,Quebec01
Test Jira issue summary 3846,PROJ-7648,7648,Epic,Resolved,PROJ,Revix Project,Software,Project Leader,1001,Revix software development project,http://revix.project.url,High,Won't Fix,Assignee_133,2278,Reporter_42,3508,Creator_70,4406,2025-06-29,2023-08-21,2024-06-02,2025-07-28,FNA,Uniform03
Test Jira issue summary 6907,PROJ-7649,7649,Story,In Progress,PROJ,Revix Project,Software,Project Leader,1001,Revix software development project,http://revix.project.url,Low,Incomplete,Assignee_256,2773,Reporter_97,3141,Creator_251,4456,2023-02-05,2024-06-29,2024-07-22,2024-08-07,FNB,Golf01
Test Jira issue summary 379,PROJ-7650,7650,Task,Open,PROJ,Revix Project,Software,Project Leader,1001,Revix software development project,http://revix.project.url,Critical,Incomplete,Assignee_209,2852,Reporter_167,3027,Creator_247,4496,2023-02-07,2025-02-03,2025-01-20,2024-07-14,FNA,Tango02
Test Jira issue summary 3294,PROJ-7651,7651,Story,Open,PROJ,Revix Project,Software,Project Leader,1001,Revix software development project,http://revix.project.url,Low,Fixed,Assignee_143,2509,Reporter_198,3256,Creator_30,4055,2023-04-10,2025-06-16,2023-05-04,2024-03-03,FNA,Victor02
Test Jira issue summary 3330,PROJ-7652,7652,Bug,Reopened,PROJ,Revix Project,Software,Project Leader,1001,Revix software development project,http://revix.project.url,Critical,Fixed,Assignee_68,2430,Reporter_103,3954,Creator_79,4912,2025-03-18,2023-09-05,2023-02-12,2024-04-23,FNC,Victor03
Test Jira issue summary 4809,PROJ-7653,7653,Bug,Open,PROJ,Revix Project,Software,Project Leader,1001,Revix software development project,http://revix.project.url,Critical,Incomplete,Assignee_54,2441,Reporter_47,3811,Creator_247,4264,2025-01-18,2025-01-10,2024-06-09,2023-06-28,FNB,Papa02
Test Jira issue summary 7938,PROJ-7654,7654,Story,In Progress,PROJ,Revix Project,Software,Project Leader,1001,Revix software development project,http://revix.project.url,Low,Fixed,Assignee_267,2260,Reporter_166,3759,Creator_221,4122,2023-10-25,2024-07-20,2023-04-25,2025-01-29,FNC,Romeo03
Test Jira issue summary 225,PROJ-7655,7655,Epic,Open,PROJ,Revix Project,Software,Project Leader,1001,Revix software development project,http://revix.project.url,Medium,Fixed,Assignee_242,2844,Reporter_18,3847,Creator_130,4377,2025-04-30,2023-10-31,2024-07-06,2024-09-16,FNC,India02
Test Jira issue summary 738,PROJ-7656,7656,Epic,Closed,PROJ,Revix Project,Software,Project Leader,1001,Revix software development project,http://revix.project.url,Medium,Duplicate,Assignee_47,2743,Reporter_2,3996,Creator_158,4338,2024-09-06,2024-11-23,2023-11-02,2025-04-17,FNB,Charlie03
Test Jira issue summary 236,PROJ-7657,7657,Story,Closed,PROJ,Revix Project,Software,Project Leader,1001,Revix software development project,http://revix.project.url,Critical,Incomplete,Assignee_115,2759,Reporter_105,3084,Creator_174,4226,2023-01-28,2023-12-31,2023-02-27,2024-09-25,FNB,Tango04
Test Jira issue summary 712,PROJ-7658,7658,Bug,In Progress,PROJ,Revix Project,Software,Project Leader,1001,Revix software development project,http://revix.project.url,Medium,Incomplete,Assignee_196,2254,Reporter_102,3242,Creator_247,4991,2024-09-12,2024-12-13,2024-06-07,2024-08-21,FNC,Juliet02
Test Jira issue summary 5989,PROJ-7659,7659,Story,Reopened,PROJ,Revix Project,Software,Project Leader,1001,Revix software development project,http://revix.project.url,High,Fixed,Assignee_294,2460,Reporter_182,3205,Creator_68,4475,2023-04-22,2024-09-21,2023-01-05,2023-12-01,FNC,Charlie01
Test Jira issue summary 1889,PROJ-7660,7660,Bug,Resolved,PROJ,Revix Project,Software,Project Leader,1001,Revix software development project,http://revix.project.url,High,Unresolved,Assignee_130,2594,Reporter_209,3938,Creator_147,4155,2024-04-14,2025-05-18,2024-08-07,2025-06-27,FNA,Alpha04
Test Jira issue summary 7174,PROJ-7661,7661,Story,Open,PROJ,Revix Project,Software,Project Leader,1001,Revix software development project,http://revix.project.url,Critical,Duplicate,Assignee_45,2264,Reporter_216,3784,Creator_5,4749,2024-10-13,2024-04-07,2024-06-24,2024-02-26,FNA,Lima01
Test Jira issue summary 1260,PROJ-7662,7662,Epic,Reopened,PROJ,Revix Project,Software,Project Leader,1001,Revix software development project,http://revix.project.url,Medium,Unresolved,Assignee_155,2514,Reporter_260,3437,Creator_73,4078,2024-04-25,2024-10-29,2023-12-21,2023-08-10,FNC,November04
Test Jira issue summary 5247,PROJ-7663,7663,Task,Reopened,PROJ,Revix Project,Software,Project Leader,1001,Revix software development project,http://revix.project.url,Critical,Fixed,Assignee_82,2444,Reporter_7,3270,Creator_212,4274,2023-04-15,2025-02-27,2024-10-29,2023-08-13,FNC,India03
Test Jira issue summary 7272,PROJ-7664,7664,Bug,Open,PROJ,Revix Project,Software,Project Leader,1001,Revix software development project,http://revix.project.url,High,Incomplete,Assignee_267,2222,Reporter_207,3559,Creator_57,4352,2024-11-13,2024-01-21,2024-06-30,2023-11-24,FNC,Foxtrot03
Test Jira issue summary 749,PROJ-7665,7665,Task,Resolved,PROJ,Revix Project,Software,Project Leader,1001,Revix software development project,http://revix.project.url,High,Unresolved,Assignee_157,2761,Reporter_57,3478,Creator_52,4982,2025-01-22,2024-11-21,2024-07-12,2023-02-12,FNC,Foxtrot04
Test Jira issue summary 3552,PROJ-7666,7666,Epic,Open,PROJ,Revix Project,Software,Project Leader,1001,Revix software development project,http://revix.project.url,High,Won't Fix,Assignee_25,2191,Reporter_30,3557,Creator_59,4219,2023-08-15,2024-07-06,2023-07-21,2025-06-24,FNC,Alpha04
Test Jira issue summary 6401,PROJ-7667,7667,Story,Resolved,PROJ,Revix Project,Software,Project Leader,1001,Revix software development project,http://revix.project.url,Low,Unresolved,Assignee_182,2557,Reporter_251,3176,Creator_123,4259,2023-07-05,2023-01-13,2024-06-09,2024-06-25,FNB,Xray02
Test Jira issue summary 6644,PROJ-7668,7668,Epic,In Progress,PROJ,Revix Project,Software,Project Leader,1001,Revix software development project,http://revix.project.url,High,Incomplete,Assignee_174,2439,Reporter_221,3419,Creator_80,4430,2024-12-20,2023-11-07,2025-02-06,2023-02-25,FNC,Juliet04
Test Jira issue summary 8702,PROJ-7669,7669,Task,Resolved,PROJ,Revix Project,Software,Project Leader,1001,Revix software development project,http://revix.project.url,Medium,Fixed,Assignee_297,2806,Reporter_241,3781,Creator_241,4814,2024-06-16,2024-07-24,2024-08-22,2024-02-23,FNC,Xray04
Test Jira issue summary 1824,PROJ-7670,7670,Epic,Reopened,PROJ,Revix Project,Software,Project Leader,1001,Revix software development project,http://revix.project.url,Low,Unresolved,Assignee_41,2268,Reporter_172,3739,Creator_84,4414,2025-03-23,2025-03-13,2024-06-09,2023-01-05,FNA,Mike04
Test Jira issue summary 6853,PROJ-7671,7671,Epic,In Progress,PROJ,Revix Project,Software,Project Leader,1001,Revix software development project,http://revix.project.url,High,Fixed,Assignee_288,2040,Reporter_245,3474,Creator_103,4866,2024-02-08,2024-03-27,2025-01-17,2024-05-07,FNB,Yankee02
Test Jira issue summary 7778,PROJ-7672,7672,Story,Closed,PROJ,Revix Project,Software,Project Leader,1001,Revix software development project,http://revix.project.url,Medium,Duplicate,Assignee_49,2650,Reporter_205,3386,Creator_161,4388,2024-03-22,2024-04-18,2025-03-19,2025-07-15,FNA,Oscar04
Test Jira issue summary 4233,PROJ-7673,7673,Task,In Progress,PROJ,Revix Project,Software,Project Leader,1001,Revix software development project,http://revix.project.url,High,Won't Fix,Assignee_262,2040,Reporter_231,3867,Creator_140,4123,2023-07-19,2024-11-04,2023-12-12,2023-12-13,FNC,India02
Test Jira issue summary 6520,PROJ-7674,7674,Task,Resolved,PROJ,Revix Project,Software,Project Leader,1001,Revix software development project,http://revix.project.url,Medium,Incomplete,Assignee_244,2330,Reporter_36,3253,Creator_151,4288,2024-01-25,2025-07-09,2023-10-06,2024-07-09,FNC,Hotel03
Test Jira issue summary 1778,PROJ-7675,7675,Task,In Progress,PROJ,Revix Project,Software,Project Leader,1001,Revix software development project,http://revix.project.url,Medium,Incomplete,Assignee_57,2174,Reporter_99,3245,Creator_49,4303,2024-02-26,2024-03-17,2024-01-30,2024-09-14,FNC,Hotel03
Test Jira issue summary 1223,PROJ-7676,7676,Bug,In Progress,PROJ,Revix Project,Software,Project Leader,1001,Revix software development project,http://revix.project.url,High,Fixed,Assignee_6,2432,Reporter_258,3389,Creator_175,4159,2025-02-24,2023-12-21,2023-09-16,2025-03-29,FNC,Hotel04
Test Jira issue summary 7631,PROJ-7677,7677,Epic,Closed,PROJ,Revix Project,Software,Project Leader,1001,Revix software development project,http://revix.project.url,High,Won't Fix,Assignee_47,2448,Reporter_142,3381,Creator_70,4381,2023-08-19,2024-10-28,2024-09-05,2024-05-10,FNC,India04
Test Jira issue summary 1778,PROJ-7678,7678,Task,Resolved,PROJ,Revix Project,Software,Project Leader,1001,Revix software development project,http://revix.project.url,Low,Incomplete,Assignee_63,2802,Reporter_208,3474,Creator_255,4111,2024-02-29,2024-09-06,2023-07-10,2024-06-18,FNB,Victor02
Test Jira issue summary 9497,PROJ-7679,7679,Epic,Reopened,PROJ,Revix Project,Software,Project Leader,1001,Revix software development project,http://revix.project.url,High,Unresolved,Assignee_67,2930,Reporter_113,3533,Creator_204,4846,2025-04-15,2024-06-30,2025-02-27,2023-05-16,FNB,Echo03
Test Jira issue summary 7491,PROJ-7680,7680,Story,In Progress,PROJ,Revix Project,Software,Project Leader,1001,Revix software development project,http://revix.project.url,Medium,Incomplete,Assignee_183,2322,Reporter_100,3533,Creator_163,4954,2023-05-02,2024-11-26,2024-12-02,2025-03-20,FNB,Lima01
Test Jira issue summary 4860,PROJ-7681,7681,Story,Open,PROJ,Revix Project,Software,Project Leader,1001,Revix software development project,http://revix.project.url,Critical,Unresolved,Assignee_162,2899,Reporter_104,3931,Creator_155,4612,2024-04-08,2024-04-28,2023-03-16,2023-10-31,FNB,India03
Test Jira issue summary 8894,PROJ-7682,7682,Bug,Reopened,PROJ,Revix Project,Software,Project Leader,1001,Revix software development project,http://revix.project.url,Low,Incomplete,Assignee_297,2279,Reporter_240,3735,Creator_245,4225,2023-08-20,2024-01-29,2025-06-14,2024-01-31,FNB,Juliet02
Test Jira issue summary 8119,PROJ-7683,7683,Bug,In Progress,PROJ,Revix Project,Software,Project Leader,1001,Revix software development project,http://revix.project.url,Medium,Unresolved,Assignee_105,2093,Reporter_241,3346,Creator_288,4487,2023-08-13,2023-10-14,2024-04-05,2023-07-21,FNA,Kilo02
Test Jira issue summary 2990,PROJ-7684,7684,Story,Reopened,PROJ,Revix Project,Software,Project Leader,1001,Revix software development project,http://revix.project.url,Medium,Duplicate,Assignee_263,2863,Reporter_291,3198,Creator_29,4959,2024-12-09,2023-10-10,2025-05-21,2025-06-11,FNA,Oscar04
Test Jira issue summary 8344,PROJ-7685,7685,Task,Open,PROJ,Revix Project,Software,Project Leader,1001,Revix software development project,http://revix.project.url,Critical,Fixed,Assignee_57,2880,Reporter_149,3230,Creator_199,4558,2024-04-30,2024-06-12,2024-05-10,2025-05-08,FNB,Delta03
Test Jira issue summary 1326,PROJ-7686,7686,Story,Reopened,PROJ,Revix Project,Software,Project Leader,1001,Revix software development project,http://revix.project.url,High,Duplicate,Assignee_16,2339,Reporter_220,3433,Creator_53,4648,2023-06-04,2024-10-14,2025-07-08,2025-03-04,FNC,November04
Test Jira issue summary 9494,PROJ-7687,7687,Epic,Reopened,PROJ,Revix Project,Software,Project Leader,1001,Revix software development project,http://revix.project.url,Medium,Unresolved,Assignee_59,2419,Reporter_82,3331,Creator_93,4360,2024-09-25,2023-07-09,2024-10-18,2024-03-07,FNC,Oscar04
Test Jira issue summary 9904,PROJ-7688,7688,Bug,Open,PROJ,Revix Project,Software,Project Leader,1001,Revix software development project,http://revix.project.url,Critical,Fixed,Assignee_166,2204,Reporter_288,3335,Creator_217,4162,2025-07-08,2024-01-17,2023-10-28,2025-04-03,FNC,Bravo04
Test Jira issue summary 5128,PROJ-7689,7689,Bug,Open,PROJ,Revix Project,Software,Project Leader,1001,Revix software development project,http://revix.project.url,Critical,Won't Fix,Assignee_250,2567,Reporter_151,3229,Creator_299,4046,2024-10-16,2024-07-23,2024-02-08,2024-02-13,FNB,Xray04
Test Jira issue summary 8999,PROJ-7690,7690,Story,Open,PROJ,Revix Project,Software,Project Leader,1001,Revix software development project,http://revix.project.url,High,Unresolved,Assignee_34,2742,Reporter_134,3708,Creator_100,4599,2024-06-30,2023-03-08,2023-10-12,2024-10-06,FNB,Yankee04
Test Jira issue summary 2723,PROJ-7691,7691,Task,Closed,PROJ,Revix Project,Software,Project Leader,1001,Revix software development project,http://revix.project.url,Critical,Incomplete,Assignee_46,2259,Reporter_285,3233,Creator_112,4337,2024-08-10,2023-02-17,2023-11-16,2023-04-04,FNC,Xray02
Test Jira issue summary 4657,PROJ-7692,7692,Task,Open,PROJ,Revix Project,Software,Project Leader,1001,Revix software development project,http://revix.project.url,Critical,Incomplete,Assignee_299,2731,Reporter_225,3368,Creator_132,4272,2024-04-03,2023-12-31,2024-09-12,2024-05-06,FNA,Foxtrot03
Test Jira issue summary 1326,PROJ-7693,7693,Epic,Reopened,PROJ,Revix Project,Software,Project Leader,1001,Revix software development project,http://revix.project.url,Critical,Won't Fix,Assignee_47,2679,Reporter_125,3802,Creator_91,4896,2024-08-02,2024-08-03,2024-10-22,2025-05-27,FNA,Romeo03
Test Jira issue summary 4134,PROJ-7694,7694,Bug,Open,PROJ,Revix Project,Software,Project Leader,1001,Revix software development project,http://revix.project.url,Critical,Duplicate,Assignee_252,2682,Reporter_96,3776,Creator_151,4054,2025-07-31,2024-07-13,2024-08-30,2024-10-20,FNA,Foxtrot02
Test Jira issue summary 9352,PROJ-7695,7695,Story,In Progress,PROJ,Revix Project,Software,Project Leader,1001,Revix software development project,http://revix.project.url,Critical,Unresolved,Assignee_166,2825,Reporter_240,3156,Creator_286,4266,2023-06-15,2024-12-23,2023-06-13,2023-12-24,FNA,India04
Test Jira issue summary 2870,PROJ-7696,7696,Story,Open,PROJ,Revix Project,Software,Project Leader,1001,Revix software development project,http://revix.project.url,Critical,Incomplete,Assignee_132,2829,Reporter_85,3538,Creator_43,4544,2025-05-02,2024-12-14,2023-03-21,2023-06-12,FNC,Juliet03
Test Jira issue summary 1243,PROJ-7697,7697,Bug,Open,PROJ,Revix Project,Software,Project Leader,1001,Revix software development project,http://revix.project.url,Medium,Fixed,Assignee_70,2390,Reporter_84,3952,Creator_216,4965,2023-02-14,2023-06-06,2023-01-14,2025-01-30,FNA,Whiskey04
Test Jira issue summary 8540,PROJ-7698,7698,Story,Resolved,PROJ,Revix Project,Software,Project Leader,1001,Revix software development project,http://revix.project.url,Low,Won't Fix,Assignee_60,2648,Reporter_272,3735,Creator_263,4951,2024-02-14,2024-05-01,2025-05-03,2023-12-10,FNB,Sierra04
Test Jira issue summary 1832,PROJ-7699,7699,Bug,Reopened,PROJ,Revix Project,Software,Project Leader,1001,Revix software development project,http://revix.project.url,High,Duplicate,Assignee_205,2277,Reporter_6,3201,Creator_87,4319,2023-03-21,2025-06-01,2024-11-03,2024-07-08,FNB,Quebec03
Test Jira issue summary 1570,PROJ-7700,7700,Task,Reopened,PROJ,Revix Project,Software,Project Leader,1001,Revix software development project,http://revix.project.url,Low,Duplicate,Assignee_238,2771,Reporter_7,3088,Creator_230,4988,2023-11-28,2025-05-17,2023-09-17,2024-07-19,FNB,Juliet02
Test Jira issue summary 7247,PROJ-7701,7701,Task,In Progress,PROJ,Revix Project,Software,Project Leader,1001,Revix software development project,http://revix.project.url,High,Fixed,Assignee_106,2895,Reporter_14,3314,Creator_287,4057,2024-02-20,2025-05-08,2024-08-21,2023-01-06,FNA,Kilo04
Test Jira issue summary 1919,PROJ-7702,7702,Story,Closed,PROJ,Revix Project,Software,Project Leader,1001,Revix software development project,http://revix.project.url,Low,Fixed,Assignee_184,2931,Reporter_3,3169,Creator_118,4619,2025-03-30,2025-07-28,2024-03-16,2024-10-28,FNB,India04
Test Jira issue summary 6417,PROJ-7703,7703,Task,Resolved,PROJ,Revix Project,Software,Project Leader,1001,Revix software development project,http://revix.project.url,High,Won't Fix,Assignee_7,2480,Reporter_225,3436,Creator_234,4915,2023-10-04,2023-09-10,2024-12-07,2023-12-18,FNB,Foxtrot01
Test Jira issue summary 3233,PROJ-7704,7704,Task,In Progress,PROJ,Revix Project,Software,Project Leader,1001,Revix software development project,http://revix.project.url,Critical,Fixed,Assignee_31,2965,Reporter_292,3293,Creator_19,4273,2024-07-10,2024-05-04,2024-12-17,2025-01-18,FNB,Foxtrot02
Test Jira issue summary 3759,PROJ-7705,7705,Epic,In Progress,PROJ,Revix Project,Software,Project Leader,1001,Revix software development project,http://revix.project.url,Low,Incomplete,Assignee_216,2450,Reporter_285,3344,Creator_52,4333,2025-02-10,2024-10-03,2023-02-25,2023-09-05,FNB,Foxtrot03
Test Jira issue summary 5998,PROJ-7706,7706,Bug,Reopened,PROJ,Revix Project,Software,Project Leader,1001,Revix software development project,http://revix.project.url,Low,Duplicate,Assignee_298,2290,Reporter_168,3899,Creator_239,4684,2023-07-15,2023-07-19,2025-05-01,2023-10-30,FNC,Bravo03
Test Jira issue summary 2356,PROJ-7707,7707,Bug,Resolved,PROJ,Revix Project,Software,Project Leader,1001,Revix software development project,http://revix.project.url,High,Fixed,Assignee_286,2800,Reporter_132,3362,Creator_134,4122,2024-08-26,2025-06-29,2023-01-26,2023-02-17,FNA,Bravo03
Test Jira issue summary 9590,PROJ-7708,7708,Story,Reopened,PROJ,Revix Project,Software,Project Leader,1001,Revix software development project,http://revix.project.url,High,Unresolved,Assignee_126,2646,Reporter_121,3179,Creator_252,4554,2024-02-12,2023-02-15,2025-01-01,2024-07-07,FNA,Foxtrot01
Test Jira issue summary 1825,PROJ-7709,7709,Bug,Closed,PROJ,Revix Project,Software,Project Leader,1001,Revix software development project,http://revix.project.url,Medium,Fixed,Assignee_51,2104,Reporter_236,3507,Creator_211,4147,2023-10-29,2023-08-24,2023-10-22,2024-09-30,FNA,Kilo04
Test Jira issue summary 7281,PROJ-7710,7710,Epic,Reopened,PROJ,Revix Project,Software,Project Leader,1001,Revix software development project,http://revix.project.url,Critical,Duplicate,Assignee_190,2738,Reporter_23,3488,Creator_118,4312,2024-12-09,2025-05-01,2024-12-22,2024-10-16,FNC,Tango02
Test Jira issue summary 4061,PROJ-7711,7711,Story,Open,PROJ,Revix Project,Software,Project Leader,1001,Revix software development project,http://revix.project.url,Critical,Incomplete,Assignee_51,2950,Reporter_102,3299,Creator_140,4209,2024-02-27,2023-11-22,2024-01-18,2024-07-12,FNA,Kilo02
Test Jira issue summary 5325,PROJ-7712,7712,Story,Reopened,PROJ,Revix Project,Software,Project Leader,1001,Revix software development project,http://revix.project.url,Medium,Fixed,Assignee_232,2376,Reporter_132,3534,Creator_166,4756,2023-03-08,2025-05-03,2023-11-26,2023-08-17,FNC,Bravo03
Test Jira issue summary 405,PROJ-7713,7713,Bug,Open,PROJ,Revix Project,Software,Project Leader,1001,Revix software development project,http://revix.project.url,High,Incomplete,Assignee_178,2942,Reporter_274,3713,Creator_141,4922,2023-03-17,2025-05-22,2023-12-13,2025-07-07,FNB,Romeo01
Test Jira issue summary 1722,PROJ-7714,7714,Task,In Progress,PROJ,Revix Project,Software,Project Leader,1001,Revix software development project,http://revix.project.url,Critical,Unresolved,Assignee_158,2189,Reporter_1,3325,Creator_28,4273,2025-03-05,2023-03-09,2025-01-20,2023-05-06,FNC,Echo03
Test Jira issue summary 5317,PROJ-7715,7715,Task,Closed,PROJ,Revix Project,Software,Project Leader,1001,Revix software development project,http://revix.project.url,High,Duplicate,Assignee_147,2194,Reporter_32,3076,Creator_5,4144,2023-10-26,2024-05-15,2023-06-25,2024-12-04,FNA,Whiskey01
